"id","uid","text","attitudes","comments","reposts","scheme"
448,"4199482398544267","#一点植物学# 一个全新系列植物节目在制作中了敬请期待。","161","55",6,"https://m.weibo.cn/status/FFJZtzQKL?mblogid=FFJZtzQKL&luicode=10000011&lfid=1076031410812623"
449,"4199460483478159","那么问题来了，葫芦里到底卖的什么药另外，我是不是重点有点跑偏","37","13",9,"https://m.weibo.cn/status/FFJq8eAPl?mblogid=FFJq8eAPl&luicode=10000011&lfid=1076031410812623"
450,"4199460257644979","#一点植物学# 铁线蕨，放卧室生活不容易。人家要温暖和充足散射光","63","21",8,"https://m.weibo.cn/status/FFJpLw4O7?mblogid=FFJpLw4O7&luicode=10000011&lfid=1076031410812623"
451,"4199431467814591","太空站上很多人一起生活，有没有感冒的可能？","30","15",3,"https://m.weibo.cn/status/FFIFkwMVN?mblogid=FFIFkwMVN&luicode=10000011&lfid=1076031410812623"
452,"4199415663044996","就是健哥和李健的不同","155","63",57,"https://m.weibo.cn/status/FFIfQcM8Q?mblogid=FFIfQcM8Q&luicode=10000011&lfid=1076031410812623"
453,"4199379428584247","#一点植物学#冬天小伙伴们都吃什么水果呢？草莓？苹果？柑橘？嗯哼，冬天是个吃柑橘的好时节，今天我们就来介绍一下。第一个出场选手，它叫丑橘，也叫不知火。因为跟其他柑橘相比，确实长的不太好看，所以丑橘的辨识度很高。而第二名选手呢，是来自澳洲的澳柑。它们各自的特点是什么呢？看！视频！【柑 ...全文","37","33",5,"https://m.weibo.cn/status/FFHjoA19B?mblogid=FFHjoA19B&luicode=10000011&lfid=1076031410812623"
454,"4199354405362389","看起来是某种橘柚，是酸口的。特别的吃法是先吃一粒神秘果，然后再吃它 查看图片","35","12",1,"https://m.weibo.cn/status/FFGF2mv09?mblogid=FFGF2mv09&luicode=10000011&lfid=1076031410812623"
455,"4199292024045146","这个是苹果，居然是苹果","46","28",3,"https://m.weibo.cn/status/FFF2qgYki?mblogid=FFF2qgYki&luicode=10000011&lfid=1076031410812623"
456,"4199266220642529","#一点植物学#来来来， 猜猜这是啥水果","47","83",6,"https://m.weibo.cn/status/FFEmO2H9n?mblogid=FFEmO2H9n&luicode=10000011&lfid=1076031410812623"
457,"4199253623991265","有幸成为最受喜爱的专栏之一哈，将吃的探索进行到底","70","13",3,"https://m.weibo.cn/status/FFE2ugKjf?mblogid=FFE2ugKjf&luicode=10000011&lfid=1076031410812623"
458,"4199108870429902","#植得读# 《水果》一本色味俱佳的水果书，看得流口水。欧洲各种主力水果的源流。最近，我正在梳理中国的水果前世今生相互参照很有意思。","89","10",10,"https://m.weibo.cn/status/FFAh11NPU?mblogid=FFAh11NPU&luicode=10000011&lfid=1076031410812623"
459,"4199085466691393","舌尖是天赋给人类的好用工具哈","106","21",5,"https://m.weibo.cn/status/FFzFgs4JH?mblogid=FFzFgs4JH&luicode=10000011&lfid=1076031410812623"
460,"4199070387939171","所谓的榴莲发酵类似于红茶的发酵，其实是内部酶的作用，而不是像臭豆腐那种微生物发酵哈","52","16",5,"https://m.weibo.cn/status/FFzgWxjl9?mblogid=FFzgWxjl9&luicode=10000011&lfid=1076031410812623"
461,"4199050125395009","【越南购物，东莞发货，这服务贴心不】乳胶床垫现在是大火啊，成了东南亚旅游的大件，还好收到的并不是同城快递。随便翻了一下乳胶床垫的价格，从两三千到十几万。没用过没有发言权，有多大差别呢？","32","30",3,"https://m.weibo.cn/status/FFyKgmDuh?mblogid=FFyKgmDuh&luicode=10000011&lfid=1076031410812623"
462,"4199019401684464","糖胶树，这个不能吃哈","46","38",2,"https://m.weibo.cn/status/FFxWI74cM?mblogid=FFxWI74cM&luicode=10000011&lfid=1076031410812623"
463,"4198975618161581","#一点植物学#吃啦，吃啦，又吃啦。突然发现，有的春天夏天看着美美的花，到了冬天就完全不认识了，比如说月季，到了冬天小伙伴们还认识它么？其实，月季也是会结果子的。一颗颗圆圆的，像枣子一样的果子。那么问题来了，能吃吗？史军老师吃了，好不好吃，大家自己看视频吧。【月季】拍摄坐标：北京路边 ...全文","57","25",3,"https://m.weibo.cn/status/FFwO5yfcp?mblogid=FFwO5yfcp&luicode=10000011&lfid=1076031410812623"
464,"4198964091485578","雪花终于来敲门，然后就走了","69","10",0,"https://m.weibo.cn/status/FFwvv6esW?mblogid=FFwvv6esW&luicode=10000011&lfid=1076031410812623"
465,"4198948404754966","#一点植物学# 【这其实是条抽奖微博】《立顿的茶包的冲泡方式与传统沏茶方式相比，是否更加科学？》转发评论本微博有机会获得1包玉米实验室提供的中式袋装红茶哦。1月24日24：00点，将通过 @微博抽奖平台 抽出三名幸运朋友哦。另外，购买中式茶包的入口在这里了，石斛红茶10袋装包邮 据说数量极其有限 ...全文","46","154",178,"https://m.weibo.cn/status/FFw6cjWZ0?mblogid=FFw6cjWZ0&luicode=10000011&lfid=1076031410812623"
466,"4198918524830694","不是糖度上升了，而是酸度下降了哈，包括苦味也会减淡。所以一个柑橘好吃与否，除了糖多，糖酸比高也很重要。这其实就是个和面，面和水的关系，合适了，才能烤面包","82","15",11,"https://m.weibo.cn/status/FFvk0kgGq?mblogid=FFvk0kgGq&luicode=10000011&lfid=1076031410812623"
467,"4198741952488951","#一点植物学# 冬天吃西瓜喽。最近常见的品种是黑美人，多半是从海南或者缅甸来的，个头不大，不够沙，但在下雪天吃块瓜也是种幸福推荐指数四星","92","44",3,"https://m.weibo.cn/status/FFqJdarun?mblogid=FFqJdarun&luicode=10000011&lfid=1076031410812623"
468,"4198672079658290","#一点植物学#北京路边一株植物上面挂着奇奇怪怪的小果子，它们像麻绳编出来的玩具一样，它们是谁呢？它们就是蜡梅的果子。我们在早春时节看到开花的蜡梅，这些就是他们的果子了。有小伙伴就问了，为什么果子能保存到这个时候呢？蜡梅的花蕾都已经很大了，眼看过不了多久就要开花了，怎么果子还在呢？去 ...全文","80","19",11,"https://m.weibo.cn/status/FFoUvEwyS?mblogid=FFoUvEwyS&luicode=10000011&lfid=1076031410812623"
469,"4198655294398678","客串《水果传》教魔术师用神秘果变魔术","152","36",6,"https://m.weibo.cn/status/FFotrisiq?mblogid=FFotrisiq&luicode=10000011&lfid=1076031410812623"
470,"4198649976037109","回复@LadyKenna:树番茄在傣味中确实是一个重要的调料，加蒜木姜子辣椒后蘸香茅草烤鱼，超好吃//@LadyKenna:这个虽然很酸，适合做料理，味道很好啊，做菜个人很喜欢，比番茄香，不适合直接吃//@植物人史军:树番茄，味道很像番茄，却是我吃过的最酸的果子之一。等会，让我先咽一会儿口水","49","14",12,"https://m.weibo.cn/status/FFokRpkwJ?mblogid=FFokRpkwJ&luicode=10000011&lfid=1076031410812623"
471,"4198644968234992","树番茄，味道很像番茄，却是我吃过的最酸的果子之一。等会，让我先咽一会儿口水","59","15",21,"https://m.weibo.cn/status/FFocMyyis?mblogid=FFocMyyis&luicode=10000011&lfid=1076031410812623"
472,"4198635333731726","茄科的东东，怎么看都是龙葵，餐厅会供应这个？","37","103",7,"https://m.weibo.cn/status/FFnXffEN8?mblogid=FFnXffEN8&luicode=10000011&lfid=1076031410812623"
473,"4198624726911920","#植得吃# 中午煮了碗红枣羊肉盖菜粥，加点胡椒和姜丝提味就美美的了。盖菜（大叶芥菜）刚刚好中和了羊肉的膻气，凸显出各自的甜味冬天来一碗，热量，蛋白质，膳食纤维，维生素全有了。如果能再加量粒桂圆会更美。三九天的科学养生哦","74","21",2,"https://m.weibo.cn/status/FFnG8t06A?mblogid=FFnG8t06A&luicode=10000011&lfid=1076031410812623"
474,"4198585731952438","#一点植物学# 美好的水果不一定要入口这个季节的佛手不错。","102","43",5,"https://m.weibo.cn/status/FFmFf8bUW?mblogid=FFmFf8bUW&luicode=10000011&lfid=1076031410812623"
475,"4198432434478853","娱乐的途径无可厚非","61","36",11,"https://m.weibo.cn/status/FFiFZiN9z?mblogid=FFiFZiN9z&luicode=10000011&lfid=1076031410812623"
476,"4198372238295818","#一点植物学##植得吃#今天谈到桃熏，还真吃到了","78","56",4,"https://m.weibo.cn/status/FFh6TyO7w?mblogid=FFh6TyO7w&luicode=10000011&lfid=1076031410812623"
477,"4198292944547575","一个宣传，一篇文章，莫名喜感","40","15",5,"https://m.weibo.cn/status/FFf30j51Z?mblogid=FFf30j51Z&luicode=10000011&lfid=1076031410812623"
478,"4198275181076490","#一点植物学#春天的时候，很多小伙伴都分不清楚迎春花和连翘，它们都开着黄色的小花。但是，到了冬天，迎春花只剩下干枝子了，而连翘的枯枝上挂满了一颗颗小果子，里面慢慢的都是种子。所以，春天区分不出来的植物，也许冬天就有大区别了呢？【连翘】拍摄坐标：北京路边 本视频由@玉米实验室 提供 ...全文","66","14",11,"https://m.weibo.cn/status/FFeAm4w2K?mblogid=FFeAm4w2K&luicode=10000011&lfid=1076031410812623"
479,"4198264670601659","回复@肉鸡叔叔:确定吃过勐伦的夜市？小鱼？ 查看图片 //@肉鸡叔叔:版纳烤鱼基本是用罗非没错 可都是半斤不到的未成年小鱼 ……//@植物人史军:在流动水里的罗非鱼并没有土腥气，因为没啥放线菌感染。在版纳烤鱼都是罗非鱼，相当赞。","22","16",2,"https://m.weibo.cn/status/FFejp2wwb?mblogid=FFejp2wwb&luicode=10000011&lfid=1076031410812623"
480,"4198260451061038","在流动水里的罗非鱼并没有土腥气，因为没啥放线菌感染。在版纳烤鱼都是罗非鱼，相当赞。","44","13",9,"https://m.weibo.cn/status/FFecB4s1w?mblogid=FFecB4s1w&luicode=10000011&lfid=1076031410812623"
481,"4198244206376388","带着花的杨桃哈。","126","30",12,"https://m.weibo.cn/status/FFdMoqKMY?mblogid=FFdMoqKMY&luicode=10000011&lfid=1076031410812623"
482,"4198206923543249","#植得吃# 早晨来碗史记带皮羊肉粉，加麻椒、酸菜、韭菜、糊辣子，美美的。美中不足是缺点薄荷","118","49",5,"https://m.weibo.cn/status/FFcOgeRLb?mblogid=FFcOgeRLb&luicode=10000011&lfid=1076031410812623"
483,"4198184059997172","银芽柳自然是银白的原色，人类发型师的手法不错哦","35","12",3,"https://m.weibo.cn/status/FFcdnFWII?mblogid=FFcdnFWII&luicode=10000011&lfid=1076031410812623"
484,"4198040732424926","#植物人的深夜放毒时间# 罗非鱼火锅哦罗非鱼是最适合火锅的鱼之一，麻辣，清汤均可，再加上一点麻酱料，美极。","87","52",18,"https://m.weibo.cn/status/FF8udaaPI?mblogid=FF8udaaPI&luicode=10000011&lfid=1076031410812623"
485,"4198021148724190","#植得吃# 周末整点水果吃吧。风味浓郁的纽荷尔橙子，肉多渣少，糖酸比合适。好吃。 山地“任性”甜橙","14","12",1,"https://m.weibo.cn/status/FF7YCAByK?mblogid=FF7YCAByK&luicode=10000011&lfid=1076031410812623"
486,"4197992946506975","#植得吃#脐橙，香梨，脏脏包，我们来聊聊网红美食的挑选 微博直播","45","401",5,"https://m.weibo.cn/status/FF7f8riLd?mblogid=FF7f8riLd&luicode=10000011&lfid=1076031410812623"
487,"4197973154570894","为了延长储藏期，通常会在猕猴桃还没有成熟的时候就采摘入冷库了，这样就造成了很多果子后熟很困难，并且也不是很甜。可以多放几个苹果密封在一个袋子，放在暖和的地方试试。","66","50",13,"https://m.weibo.cn/status/FF6Jdjb66?mblogid=FF6Jdjb66&luicode=10000011&lfid=1076031410812623"
488,"4197957433206833","回复@灵能暴风:不寻找深层原因就无法得知真相，博士的真正压力，真的不是导师态度这一个问题造成的","37","4",14,"https://m.weibo.cn/status/FF6jRdsf7?mblogid=FF6jRdsf7&luicode=10000011&lfid=1076031410812623"
489,"4197941654331369","发布了头条文章：《论一道错题和橙子风味的关系，兼论植物的本质属性》实质隐藏在这里喽，点点点 山地“任性”甜橙 论一道错题和橙子风味的关系，兼论植物的本质属性","42","23",12,"https://m.weibo.cn/status/FF5UpiaMN?mblogid=FF5UpiaMN&luicode=10000011&lfid=1076031410812623"
490,"4197912541483154","【对读书、家境、希望和爱情的错误认识，才是杀死博士生的元凶】关于博士生跳河这事儿，还是发个博说一下自己的观点吧。其实是一个悲剧的集合，如何看待学位，如何看待家庭情况，如何看待希望，如何看看待爱情，其实是一堆问题纠缠逼出来的。

1.【对读书作用的误读害了他】惟有读书高，这种思想在中国 ...全文","148","114",119,"https://m.weibo.cn/status/FF59s6dPQ?mblogid=FF59s6dPQ&luicode=10000011&lfid=1076031410812623"
491,"4197896121224924","特别赞成褚老师这段分析，读博时候的的最大压力在于未来的不确定性，不知道什么时候实验能做成，不知道什么时候能写好文章，不知道什么时候文章能发表，不知道什么时候能拿到学位，当然更不知道什么时候能找到工作，至于跟女朋友在一起更是空中楼阁。每一个博士生都经历过这样的折磨，过后就重生了。","94","58",87,"https://m.weibo.cn/status/FF4IY58EQ?mblogid=FF4IY58EQ&luicode=10000011&lfid=1076031410812623"
492,"4197889658390526","#一点植物学#马来西亚神山公园里面看到了可爱的凤仙花。它的花瓣很有特点呢，形状大小个不一样，特别是头顶上的花瓣居然长的有点儿米老鼠哎？花朵背后那一根长长的距是凤仙花最显著的特点，有昆虫来吃它们的花蜜的时候，就可以帮助它们传粉啦。很漂亮又特别的小花，一起看看吧。【凤仙花】拍摄坐标：马 ...全文","52","9",6,"https://m.weibo.cn/status/FF4yxzcL4?mblogid=FF4yxzcL4&luicode=10000011&lfid=1076031410812623"
493,"4197887577908346","轻松的美好，故事中的惬意，生活需要有张有弛。","77","32",8,"https://m.weibo.cn/status/FF4vbxbjY?mblogid=FF4vbxbjY&luicode=10000011&lfid=1076031410812623"
494,"4197856102916300","补充一个，市场上的贡菜其实是莴笋切条以后晒干制而成的哈。并没有一种菜直接长成这个样子。 查看图片","64","43",25,"https://m.weibo.cn/status/FF3GqceF6?mblogid=FF3GqceF6&luicode=10000011&lfid=1076031410812623"
495,"4197827263452800","回复@Waon_Treasure:菠萝蜜的种子哈，好吃😋//@Waon_Treasure:@植物人史军 史老师，这个可以食用吗","53","41",14,"https://m.weibo.cn/status/FF2VUeuek?mblogid=FF2VUeuek&luicode=10000011&lfid=1076031410812623"
496,"4197641182739454","#植得吃# 今晚有一腿@林权种养结合基地","64","32",1,"https://m.weibo.cn/status/FEY5MbuEK?mblogid=FEY5MbuEK&luicode=10000011&lfid=1076031410812623"
497,"4197618022544403","图一是龙舌兰的珠芽，确实能种。其实是一个备份繁殖方案，如果相亲（传粉）不成功，就干脆自己搞点后代出来","54","14",10,"https://m.weibo.cn/status/FEXuqaFUL?mblogid=FEXuqaFUL&luicode=10000011&lfid=1076031410812623"
498,"4197600116183643","【飞机上能玩手机了，你会少点儿啥？】1.又少了一点读书时间；2.又少了一点跟另一半交流的时间；3.又少了一点亲子时间；4.又少了一点专心吃东西的时间；5.又少了一点无视工作牵绊的时间；6.又少了一点无视网络恐惧的时间；7.又多有了一点工作时间。祝大家工作幸福！","57","21",8,"https://m.weibo.cn/status/FEX1xpWEb?mblogid=FEX1xpWEb&luicode=10000011&lfid=1076031410812623"
499,"4197597281057223","回复@林齐齐啊:先处理杏仁，煮熟，浸泡，多次换水，直到尝不出明显的苦味就可以吃了。//@林齐齐啊:那要是想喝自己打的杏仁露该怎么做？。","32","16",15,"https://m.weibo.cn/status/FEWWY4r1Z?mblogid=FEWWY4r1Z&luicode=10000011&lfid=1076031410812623"
500,"4197572010689671","#一点植物学# 菊花家的青菜，喏，拿去！","168","73",107,"https://m.weibo.cn/status/FEWid2TpJ?mblogid=FEWid2TpJ&luicode=10000011&lfid=1076031410812623"
501,"4197548698887265","回复@XE记忆:其实是另外一个来源，来源于菠萝蜜，没错，先有菠萝蜜后有菠萝。//@XE记忆:那凤梨又是怎么变成菠萝的?","31","13",10,"https://m.weibo.cn/status/FEVGBBhYZ?mblogid=FEVGBBhYZ&luicode=10000011&lfid=1076031410812623"
502,"4197525818959184","#一点植物学#这个时候的北京绿色植物几乎是没有了，而且到处都是干巴巴的，说雨看不到雨，说雪更是一点儿都没下，哎。今天史军老师，好不容易在一丛干巴巴的绿篱中间发现了星星点点的红色，是什么呢？紫叶小檗的果子啊，它们的果子呢，长得跟枸杞有些许的相似。那么问题来了，能吃吗？答：最好不要吃， ...全文","229","48",18,"https://m.weibo.cn/status/FEV5HBAGY?mblogid=FEV5HBAGY&luicode=10000011&lfid=1076031410812623"
503,"4197508861900056","发布了头条文章：《pineapple为什么不叫凤苹果要叫凤梨？》 一个简单的答案是凤梨来中国的时候，苹果还没来呢。复杂的呢，点击文章慢慢看。 pineapple为什么不叫凤苹果要叫凤梨？","77","21",40,"https://m.weibo.cn/status/FEUEm7Yi4?mblogid=FEUEm7Yi4&luicode=10000011&lfid=1076031410812623"
504,"4197487579821659","那个再问要自杀的花——结香又要开花了，春天真的要来了。","119","57",19,"https://m.weibo.cn/status/FEU61Fd3R?mblogid=FEU61Fd3R&luicode=10000011&lfid=1076031410812623"
505,"4197479722915406","龙舌兰在开花了🌼","83","25",4,"https://m.weibo.cn/status/FETTmceqG?mblogid=FETTmceqG&luicode=10000011&lfid=1076031410812623"
506,"4197332352703833","恭喜@映初Wendy 等3名用户获得【写给孩子的自然简史】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：微博抽奖平台","21","8",2,"https://m.weibo.cn/status/FEQ3Fblod?mblogid=FEQ3Fblod&luicode=10000011&lfid=1076031410812623"
507,"4197316010950014","#植物人的深夜放毒时间# 谁说泡面只能是果腹的，谁说泡面不健康的，来个充分配料版的","143","60",5,"https://m.weibo.cn/status/FEPDj3Z8O?mblogid=FEPDj3Z8O&luicode=10000011&lfid=1076031410812623"
508,"4194816738313382","#植物人的深夜放毒时间# 生蚝来了，虽然不生，蒜蓉蒸生蚝，简单美味","75","39",3,"https://m.weibo.cn/status/FDMCdySGO?mblogid=FDMCdySGO&luicode=10000011&lfid=1076031410812623"
509,"4194748552052899","佛手瓜，味道类似于西葫芦，只是更脆一些。我更喜欢它们的嫩叶，云南叫洋丝瓜尖，你们叫啥？","52","119",59,"https://m.weibo.cn/status/FDKQf8C3h?mblogid=FDKQf8C3h&luicode=10000011&lfid=1076031410812623"
510,"4194717837183902","回复@浪汐颜:我只想说，经历一段毫无希望又必须努力的生活之后，一切都会豁然开朗//@浪汐颜:只是不愿意承认，生活应该是属于那些有勇气面对困难的人，毕竟谁知道啥时候会给你沉痛一击","32","5",6,"https://m.weibo.cn/status/FDK2Hu8Ro?mblogid=FDK2Hu8Ro&luicode=10000011&lfid=1076031410812623"
511,"4194694084678397","玫瑰麒麟，七星针，名字都不错啊，武侠加美感。关键是这植物是仙人掌家的，没错，就是那个浑身只长刺的仙人掌。关键的关键是，这些果子是能吃的，但是酸的（我保证，不是因为我吃不到，才说它们是酸的）","101","25",22,"https://m.weibo.cn/status/FDJqojD41?mblogid=FDJqojD41&luicode=10000011&lfid=1076031410812623"
512,"4194683451709482","看起来是某种百香果，非常像一种香蕉百香果Passiflora Tripartita。切开看看就知道了。","38","15",4,"https://m.weibo.cn/status/FDJ9f7aIi?mblogid=FDJ9f7aIi&luicode=10000011&lfid=1076031410812623"
513,"4194664921528912","【师和生，失的是自我，生的是希望】
看似是质问学校，实则是自我的迷失，在一个危害行车安全的动作之后，其实反映的对自我的迷失。师者，解惑者也，如果一个副教导主任连这样的问题也想不清楚，那真的是妄为人师。当问出这个问题的时候，她已经失去了老师的资格。
反看学生，在如此艰苦的时候，并没有 ...全文","142","53",21,"https://m.weibo.cn/status/FDIFm6pJS?mblogid=FDIFm6pJS&luicode=10000011&lfid=1076031410812623"
514,"4194631237655004","最近流感高发，预防这种通过飞沫传播的疾病并不复杂，那就是家里净化器，外出戴口罩！转发这条微博，并@ 3位好友，送出10盒352出品的KN95防霾口罩，价值299元/盒。本周六13号24点通过@微博抽奖平台 开奖。祝每个人都能躲过流感。","25","23",53,"https://m.weibo.cn/status/FDHN1w7pO?mblogid=FDHN1w7pO&luicode=10000011&lfid=1076031410812623"
515,"4194626707018662","#一点植物学#小伙伴们爱吃蘑菇吗？今天我们再来介绍一种蘑菇。虫草花！它是北虫草的子实体，如果煮到汤里呢，会让汤呈现一种金红色的色泽，非常的漂亮。之所以称他为虫草花是因为它确实可以寄生在一些昆虫幼虫身上，比如说寄生在蝉的身上，可以长成蝉花。但是，今天我们已经把它培养成了不再需要寄生的 ...全文","74","27",19,"https://m.weibo.cn/status/FDHFItrSe?mblogid=FDHFItrSe&luicode=10000011&lfid=1076031410812623"
516,"4194588044428487","冻伤或者碰伤了，削掉还可以吃","30","12",1,"https://m.weibo.cn/status/FDGFmiA3d?mblogid=FDGFmiA3d&luicode=10000011&lfid=1076031410812623"
517,"4197122062935233","#一点植物学# 【一张图让你秒懂青菜】前两天发儿菜的时候，有朋友问，芥菜，榨菜，儿菜，苦菜，大白菜都是什么关系，好，上一张图，让你搞清楚什么青菜！","129","68",108,"https://m.weibo.cn/status/FEKAucjAt?mblogid=FEKAucjAt&luicode=10000011&lfid=1076031410812623"
518,"4197110196493606","发射！","18","4",2,"https://m.weibo.cn/status/FEKhlrfhA?mblogid=FEKhlrfhA&luicode=10000011&lfid=1076031410812623"
519,"4197096796179403","//@TKun陆:这年头，爱一个人的标准终于变成了把爱着的人当成独立自主的人来看，希望人人都可以相互理解，相互尊重，毕竟没有人是因为个人愿意而出生在世上的。","50","5",29,"https://m.weibo.cn/status/FEJVJpVxN?mblogid=FEJVJpVxN&luicode=10000011&lfid=1076031410812623"
520,"4196941836855354","#植得读# 【这其实是一条抽奖微博】所谓自然历史，其实就是我们说的博物学，谈宝石，谈恐龙，谈花朵，谈生命起源，很多时候被认为是无用之学。但是这学问对世界观的建成意义，我就不说了，小意义的是事关家庭和谐，这也能挂钩？当然能！就在大家抱怨另一半没有情趣的时候，除了柴米油盐没啥好聊的时候 ...全文","89","318",341,"https://m.weibo.cn/status/FEFTNsLoe?mblogid=FEFTNsLoe&luicode=10000011&lfid=1076031410812623"
521,"4196937646881096","猫薄荷在《中国植物志》上的学名叫做荆芥。薄荷和荆芥之所以相像，是因为它们都是唇形科的植物。用手指仔细摸摸它们的茎秆，就会发现那些茎秆不是圆形的而是四棱的，这是唇形科植物的一大特征，另外，在四棱形的茎秆上，所有的叶片都是成对生长的，如果植物没有开花，我们也可以用这两个特征来基本判断 ...全文","72","25",44,"https://m.weibo.cn/status/FEFN2sS5q?mblogid=FEFN2sS5q&luicode=10000011&lfid=1076031410812623"
522,"4196925202637134","学识的力量//@红泥巴阿甲：“可口可乐”这个译名还有个掌故，中文译名的译者是当时旅居英国的蒋彝先生，在有奖征名中还获得了奖金，据说是350英镑（没有考证过）。这位蒋彝先生在民国时期曾担任过两个县的县长，后弃官赴英留学，他的诗、书、画功底都很棒。我读过他的《湖区画记》，挺有意思的：）","24","8",7,"https://m.weibo.cn/status/FEFsYb42q?mblogid=FEFsYb42q&luicode=10000011&lfid=1076031410812623"
523,"4196910744487649","来聊种树砍树，种种种 微博直播","54","54",1,"https://m.weibo.cn/status/FEF5EiPrr?mblogid=FEF5EiPrr&luicode=10000011&lfid=1076031410812623"
524,"4196909708944217","大概大家没看到讨论的由头，一孩子把脏水注入了奶奶输液瓶里","27","5",16,"https://m.weibo.cn/status/FEF3YBwNz?mblogid=FEF3YBwNz&luicode=10000011&lfid=1076031410812623"
525,"4196897994446412","【孩子闯大祸，大人的狼来了玩笑逃不了干系！】这俩事儿看似风马牛不相及，但回想一下这些场景，你就不会觉得了。
1.大人，“宝宝给我吃点你的橘橙”当孩子递过来的时候，大人，“骗你的，我不吃，就看你给不给。”
终于有一天，真的需要孩子支援的时候，“宝宝，家里急用钱”。孩子“老爸，你开玩笑呢 ...全文","249","59",155,"https://m.weibo.cn/status/FEEL5iEIk?mblogid=FEEL5iEIk&luicode=10000011&lfid=1076031410812623"
526,"4196878558067487","#一点植物学#火锅是很多同学的挚爱，对于那些不能常常去吃麻辣锅的同学，最近流行起来的自热火锅，简直是福音啊。今天史军老师，就在试吃自热火锅啦。整个过程，可以说是萌的无法用语言来形容，实在是太可爱了。怎么个可爱法儿呢，看视频吧，都在视频里了。【试吃自热火锅】拍摄坐标：北京 本视频由 ...全文","44","41",3,"https://m.weibo.cn/status/FEEfJxQIL?mblogid=FEEfJxQIL&luicode=10000011&lfid=1076031410812623"
527,"4196872983950565","预告一下，今晚20：20有直播哦，在北京新闻广播跟 @玉龙小段 一起聊聊湿地种树和砍树的事情。","21","2",3,"https://m.weibo.cn/status/FEE6KgzIN?mblogid=FEE6KgzIN&luicode=10000011&lfid=1076031410812623"
528,"4196865777976595","可以吃这个果子哦，神秘果。让你体验果实的另外一面。 查看图片 //@爱Federer的火星迷妹: 想把这条转给我妈看看 我是真的不爱吃水果啊 别人觉得已经很甜的水果我也能吃出酸味","21","12",6,"https://m.weibo.cn/status/FEDV7xt4L?mblogid=FEDV7xt4L&luicode=10000011&lfid=1076031410812623"
529,"4196850896248553","回复@湾雄:在这里能找到哦，哈哈哈网页链接 记得先领券。//@湾雄:玉露梨真的是好吃到像喝琼浆玉露","13","7",4,"https://m.weibo.cn/status/FEDx7qdx7?mblogid=FEDx7qdx7&luicode=10000011&lfid=1076031410812623"
530,"4196840763546420","【麦当劳改名金拱门有关系吗？有！】一个好的名字对消费者的心理有很大的影响。比如说大家耳熟能详的“可口可乐”这个名字并不是天生就有的（英文名倒是天然的，代表了最初的两种基本配料coca=古柯，cola=可乐果，看到这儿有些朋友要嗨了！等等，现今版本已经没有这些东西了）。这种饮料刚刚进入中国的 ...全文","53","39",17,"https://m.weibo.cn/status/FEDgMeSAk?mblogid=FEDgMeSAk&luicode=10000011&lfid=1076031410812623"
531,"4196821276097841","大量迅速补充葡萄糖，对于缓解酒后的症状确实有帮助。想解决的话，喝一支葡萄糖注射液很有效果。当然，这个糖应该也是同样作用。至于说姜黄素，大家肯定吃过，咖喱里面不可或缺的啊，在这个里面就是个色素哈。","27","12",8,"https://m.weibo.cn/status/FECLlpAkh?mblogid=FECLlpAkh&luicode=10000011&lfid=1076031410812623"
532,"4196790829456529","另外，要注意的是，很多朋友说水果不好吃，那八成的是因为没有吃的好吃的水果。这是我摸着良心的说法，真的！","54","37",7,"https://m.weibo.cn/status/FEBYeDG4F?mblogid=FEBYeDG4F&luicode=10000011&lfid=1076031410812623"
533,"4196782126456440","发布了头条文章：《长时间不吃水果会怎么样？》 不吃水果真的影响美容吗？不吃水果真的上火吗？不吃水果真的营养不良吗？不吃水果真的影响谈恋爱吗？呃。。。 长时间不吃水果会怎么样？","91","75",60,"https://m.weibo.cn/status/FEBKcr5C8?mblogid=FEBKcr5C8&luicode=10000011&lfid=1076031410812623"
534,"4196739382184223","加热之后，口味会变化，益生菌会被杀死，好吧，这些影响都不重要，重要的是变难喝了。","76","38",4,"https://m.weibo.cn/status/FEADg9adp?mblogid=FEADg9adp&luicode=10000011&lfid=1076031410812623"
535,"4196571324911454","血橙就是这样子啊，如果都是均匀深红那才奇怪哈。血橙的红来自花青素，不是每个细胞都有的","86","18",7,"https://m.weibo.cn/status/FEwgckBH0?mblogid=FEwgckBH0&luicode=10000011&lfid=1076031410812623"
536,"4196564563665890","#植物人的深夜放毒时间#白水煮羊排，超简单，超美味，来一发。 植物人史军的秒拍视频","74","44",28,"https://m.weibo.cn/status/FEw5ifnFg?mblogid=FEw5ifnFg&luicode=10000011&lfid=1076031410812623"
537,"4196536844472920","长寿花","65","25",3,"https://m.weibo.cn/status/FEvmAiLBS?mblogid=FEvmAiLBS&luicode=10000011&lfid=1076031410812623"
538,"4196518770468225","【注意，石油是有毒的】简单来说，原油、柴油和汽油都有神经毒性，表现是神经麻痹及长期的损害。可不是仅仅是易燃易爆。所以这些泄漏动物柴油和凝析油都对海洋生物有巨大影响。另外，特别提示，千万不要去干尝汽油这种啥事儿","118","36",29,"https://m.weibo.cn/status/FEuTr1XO1?mblogid=FEuTr1XO1&luicode=10000011&lfid=1076031410812623"
